Transaction Date,Posted Date,Card No.,Description,Category,Debit,Credit
2023-07-11,2023-07-12,5261,AMAZON.COM*GO1V01AL3 AMZN,Merchandise,317.99,
2023-07-11,2023-07-12,5261,BLUE DOG BAKERY & CAFE,Dining,36.65,
2023-07-10,2023-07-12,5261,HUCK'S FOOD & FUEL STO,Gas/Automotive,36.08,
2023-07-11,2023-07-12,5261,AMAZON.COM*PY5RD4ML3 AMZN,Merchandise,36.18,
2023-07-11,2023-07-12,5261,CHIKN & MI,Dining,129.71,
2023-07-10,2023-07-12,5261,WENDY'S #11311,Dining,2.13,
2023-07-11,2023-07-12,5261,TMOBILE*AUTO PAY,Phone/Cable,140.00,
2023-07-11,2023-07-12,0013,THE NAIL BOX,Other Services,35.00,
2023-07-11,2023-07-11,5261,AMZN Mktp US*RU8TW7503,Merchandise,10.57,
2023-07-10,2023-07-11,5261,AMAZON.COM*EA6I91XH3 AMZN,Merchandise,127.19,
2023-07-10,2023-07-11,5261,DD DOORDASH SAUCEONTH,Dining,16.94,
2023-07-10,2023-07-11,0013,PARK AVENUE COFFEE 1922,Dining,3.91,
2023-07-10,2023-07-11,0013,408 FOUNDRY,Merchandise,27.05,
2023-07-09,2023-07-10,5261,PILOT_00669,Gas/Automotive,18.22,
2023-07-09,2023-07-10,5261,LOVE'S #205,Gas/Automotive,31.02,
2023-07-09,2023-07-10,5261,LOVE'S #205,Gas/Automotive,2.27,
2023-07-09,2023-07-10,5261,APPLE.COM/BILL,Merchandise,4.23,
2023-07-09,2023-07-10,5261,Prime Video Channels,Entertainment,6.31,
2023-07-09,2023-07-10,5261,BIRCHBOX,Merchandise,13.78,
2023-07-07,2023-07-10,5261,LEBUZZ_2,Dining,17.57,
2023-07-09,2023-07-10,5261,CRATE&BARREL CB2 NOD,Merchandise,41.24,
2023-07-08,2023-07-10,5261,LOVE'S #262,Gas/Automotive,16.02,
2023-07-09,2023-07-10,0405,DUNKIN #349677,Dining,7.14,
2023-07-09,2023-07-10,0405,KROGER #224,Merchandise,35.37,
2023-07-08,2023-07-10,0405,SHEETZ 0387   00003871,Gas/Automotive,7.28,
2023-07-08,2023-07-10,5261,ROUTE 66 TRAVEL CENTER,Gas/Automotive,25.82,
2023-07-08,2023-07-10,5261,DAIRY QUEEN #43282,Dining,8.69,
2023-07-07,2023-07-10,5261,CIRCLE K 03415,Merchandise,10.37,
2023-07-08,2023-07-10,5261,HP *INSTANT INK,Merchandise,6.35,
2023-07-08,2023-07-10,5261,LOVE'S #215,Gas/Automotive,20.08,
2023-07-08,2023-07-10,5261,76 - TONTO APACHE MARKET,Gas/Automotive,29.76,
2023-07-08,2023-07-10,5261,SQ *ECHO COFFEE,Dining,4.50,
2023-07-08,2023-07-10,5261,SQ *ECHO COFFEE,Dining,22.80,
2023-07-08,2023-07-10,5261,AMZN Mktp US*XO6CW7JQ3,Merchandise,104.94,
2023-07-07,2023-07-10,5261,TST* Beyond Bread - Centr,Dining,29.60,
2023-07-08,2023-07-10,5261,AMZN Mktp US*PF30890G3,Merchandise,25.69,
2023-07-08,2023-07-10,0013,76 - TONTO APACHE MARKET,Gas/Automotive,0.99,
2023-07-07,2023-07-10,0013,KRISPY KREME #1223,Dining,17.37,
2023-07-08,2023-07-10,0405,KROGER #402,Merchandise,35.45,
2023-07-08,2023-07-10,0405,Audible*5T3458P03,Other Services,8.43,
2023-07-07,2023-07-10,0405,STARBUCKS AS2 MCO,Dining,5.80,
2023-07-07,2023-07-08,5261,EL CHORRO LODGE,Dining,179.06,
2023-07-07,2023-07-08,5261,CIRCLE K 03415,Gas/Automotive,15.27,
2023-07-06,2023-07-08,5261,BLISS NAILS,Other Services,53.00,
2023-07-07,2023-07-08,5261,SQ *TUCSON HOP SHOP,Dining,6.75,
2023-07-06,2023-07-08,5261,VITALITY BOWLS TUCSON 160,Dining,31.25,
2023-07-07,2023-07-08,0013,SQ *TUCSON HOP SHOP,Dining,4.50,
2023-07-07,2023-07-07,5261,CAPITAL ONE MOBILE PYMT,Payment/Credit,,2000.00
2023-07-06,2023-07-07,5261,CVS/PHARMACY #09302,Health Care,21.73,
2023-07-06,2023-07-07,5261,TUK TUK THAI  VENTANA,Dining,43.33,
2023-07-06,2023-07-07,5261,DAN POWERS HONDA,Gas/Automotive,269.91,
2023-07-06,2023-07-07,5261,TARGET        00008557,Merchandise,12.28,
2023-07-06,2023-07-07,5261,LEBUZZ_1,Dining,22.27,
2023-07-06,2023-07-07,5261,RESERVATION  ALOFTSTL,Lodging,188.98,
2023-07-05,2023-07-07,5261,"CHILIS TOO, BOURBON AC",Dining,18.89,
2023-07-06,2023-07-07,5261,Netflix.com,Phone/Cable,16.33,
2023-07-05,2023-07-07,5261,KROGER #5224,Merchandise,41.20,
2023-07-05,2023-07-07,5261,EL TACO TERM F ATL,Dining,6.04,
2023-07-05,2023-07-07,5261,PEI WEI TERM F ATL,Dining,3.01,
2023-07-06,2023-07-06,5261,AMAZON.COM*JM3LH3V43 AMZN,Merchandise,15.65,
2023-07-06,2023-07-06,5261,AMAZON.COM*D03OC3EV3 AMZN,Merchandise,31.98,
2023-07-06,2023-07-06,5261,Amazon.com*495BI8GW3,Merchandise,20.08,
2023-07-04,2023-07-06,0013,SAFEWAY #1984,Merchandise,5.42,
2023-07-04,2023-07-05,5261,DD DOORDASH WOWBAO,Dining,26.46,
2023-07-04,2023-07-05,0013,SPEEDWAY 02932 8845 E. TA,Gas/Automotive,40.81,
2023-07-04,2023-07-05,0013,LEBUZZ_1,Dining,17.70,
2023-07-03,2023-07-04,5261,KROGER #224,Merchandise,46.59,
2023-07-03,2023-07-04,5261,KROGER #224,Merchandise,17.60,
2023-07-01,2023-07-04,0013,THE PORCH,Dining,42.26,
2023-07-02,2023-07-04,0013,TST* La Chingada,Dining,35.99,
2023-07-02,2023-07-04,0405,LOEWS SAPPHIRE FALLS FB,Dining,19.17,
2023-07-03,2023-07-03,5261,SPOTIFY,Phone/Cable,10.59,
2023-07-02,2023-07-03,0013,Spectrum,Phone/Cable,79.99,
2023-07-01,2023-07-03,0013,BLUE ICE GELATO,Dining,6.02,
2023-07-01,2023-07-03,5261,Amazon.com*7D1DR1HF3,Merchandise,21.14,
2023-07-01,2023-07-03,0013,MAIN STREET MERCANTILE,Merchandise,22.62,
2023-06-30,2023-07-03,0013,SAFEWAY #0250,Merchandise,2.87,
2023-07-01,2023-07-03,0013,TST* O.H.S.O. - PARADISE,Dining,41.12,
2023-06-30,2023-07-03,0013,QT 1479,Gas/Automotive,40.37,
2023-06-30,2023-07-03,0405,SHEETZ 0387   00003871,Gas/Automotive,3.53,
2023-06-30,2023-07-01,5261,FURRY FRIENDS OASIS,Merchandise,222.60,
2023-06-30,2023-07-01,5261,WALGREENS #2924,Health Care,11.22,
2023-06-30,2023-07-01,5261,Spotify USA,Phone/Cable,10.59,
2023-06-29,2023-07-01,5261,BROWNSBORO WINE & SPIRIT,Merchandise,13.09,
2023-06-30,2023-07-01,5261,BARK&CO (BARKBOX),Merchandise,8.48,
2023-06-29,2023-07-01,5261,SHELL OIL 10009097022,Gas/Automotive,10.58,
2023-06-29,2023-07-01,0013,AZ-SONORA DESERT MUSEUM,Other Services,29.95,
2023-06-29,2023-07-01,0405,HUMANA  CLOCKTOWER FIT,Entertainment,10.60,
2023-06-28,2023-06-30,5261,PATRICK O'SHEAS,Dining,16.81,
2023-06-29,2023-06-30,5261,SQ *LA MAISON AUX CREPES,Dining,7.36,
2023-06-29,2023-06-30,5261,SQ *LA MAISON AUX CREPES,Dining,15.26,
2023-06-29,2023-06-30,5261,AMAZON.COM*DR0ZZ8R53 AMZN,Merchandise,36.18,
2023-06-29,2023-06-30,5261,Amazon.com*1D5JS0L73,Merchandise,15.89,
2023-06-29,2023-06-30,0013,SQ *PRESTA COFFEE ROASTER,Merchandise,11.75,
2023-06-29,2023-06-30,0013,SP WHY I LOVE WHERE,Merchandise,30.44,
2023-06-29,2023-06-30,0013,NEW EARTH FARM,Other Services,12.00,
2023-06-28,2023-06-30,0013,STARBUCKS STORE 66265,Dining,12.33,
2023-06-29,2023-06-30,0405,CVS/PHARMACY #06111,Health Care,37.28,
2023-06-29,2023-06-30,0405,PANERA BREAD #204900 P,Dining,14.68,
2023-06-29,2023-06-30,0405,APPLE.COM/BILL,Entertainment,3.17,
2023-06-28,2023-06-29,5261,WALGREENS #19454,Health Care,17.47,
2023-06-27,2023-06-29,5261,AVENUE BAR LOUISVILLE,Dining,62.15,
2023-06-28,2023-06-29,5261,PAULS FRUIT MARKET CHENOW,Merchandise,44.10,
2023-06-28,2023-06-29,0405,KROGER FUEL #8360       Q,Gas/Automotive,15.96,
2023-06-28,2023-06-28,5261,CAPITAL ONE MOBILE PYMT,Payment/Credit,,1299.00
2023-06-26,2023-06-28,5261,AMERICAN AIR0018033500748,Airfare,158.70,
2023-06-26,2023-06-28,5261,SPIRIT AIRL 4870353424138,Airfare,38.89,
2023-06-27,2023-06-28,5261,SAFECO INSURANCE CO,Insurance,1298.13,
2023-06-26,2023-06-27,5261,ATT*BILL PAYMENT,Phone/Cable,113.60,
2023-06-25,2023-06-27,5261,AUGGIE DOGGIE,Gas/Automotive,45.90,
2023-06-25,2023-06-27,5261,KROGER #5224,Merchandise,39.90,
2023-06-25,2023-06-27,0405,COWBOY'S 107,Gas/Automotive,40.88,
2023-06-25,2023-06-27,0405,PLATO'S CLOSET #80059,Merchandise,11.86,
2023-06-26,2023-06-26,5261,CAPITAL ONE MOBILE PYMT,Payment/Credit,,580.22
2023-06-25,2023-06-26,5261,APPLE.COM/BILL,Entertainment,2.99,
2023-06-25,2023-06-26,0013,AIRBNB  HMJW49FEEH,Other Travel,137.62,
2023-06-24,2023-06-26,0013,SAFEWAY #0250,Merchandise,60.19,
2023-06-24,2023-06-26,0013,TST* The Bread and Honey,Dining,21.87,
2023-06-25,2023-06-26,0405,DUNKIN #349677,Dining,7.08,
2023-06-25,2023-06-26,0405,Subway 22018,Dining,9.18,
2023-06-25,2023-06-26,0405,MCALISTER'S 102343,Dining,17.07,
2023-06-25,2023-06-26,5261,Amazon Music*TL02301Q3,Entertainment,5.29,
2023-06-24,2023-06-26,5261,MDC*MEADE COUNTY RECC,Utilities,43.56,
2023-06-23,2023-06-26,5261,SHELL OIL 10009097022,Gas/Automotive,27.98,
2023-06-23,2023-06-26,0013,IN N OUT BURGER 238,Dining,8.80,
2023-06-23,2023-06-26,0013,SPI*AMERENUE,Utilities,27.71,
2023-06-24,2023-06-26,0405,KROGER #402,Merchandise,5.85,
2023-06-24,2023-06-26,0405,HONK PARKING,Gas/Automotive,7.35,
2023-06-23,2023-06-24,5261,KROGER #224,Merchandise,23.28,
2023-06-23,2023-06-24,5261,JEFFERSON COUNTY CLERKS,Other Services,230.78,
2023-06-23,2023-06-24,5261,JEFFERSON COUNTY CLERKS,Other Services,105.57,
2023-06-23,2023-06-24,5261,JEFFERSON COUNTY CLERKS,Other Services,71.34,
2023-06-23,2023-06-24,5261,JEFFERSON COUNTY CLERKS,Other Services,172.53,
2023-06-23,2023-06-24,0013,PILOT         00012641,Gas/Automotive,3.66,
2023-06-23,2023-06-24,0013,PP*DUTCHBROSLL,Dining,5.16,
2023-06-23,2023-06-24,0013,QT 1479,Gas/Automotive,42.10,
2023-06-23,2023-06-24,0405,SONIC DRIVE IN #5883,Dining,9.66,
2023-06-22,2023-06-23,5261,SNACK SODA VENDING,Dining,1.25,
2023-06-22,2023-06-23,5261,PELOTON* MEMBERSHIP,Merchandise,12.99,
2023-06-22,2023-06-23,5261,TST* Macs Milewide,Dining,37.92,
2023-06-21,2023-06-23,5261,HUMANACASHLESS,Dining,20.00,
2023-06-21,2023-06-23,5261,TST* Mile Wide Brewery -,Dining,24.57,
2023-06-21,2023-06-23,0013,REI #129 TUCSON,Merchandise,95.17,
2023-06-22,2023-06-22,5261,"STITCH FIX, INC.",Merchandise,209.89,
2023-06-21,2023-06-22,5261,AMAZON.COM*VZ38V2RP3 AMZN,Merchandise,11.97,
2023-06-20,2023-06-22,5261,AVENUE BAR LOUISVILLE,Dining,35.46,
2023-06-20,2023-06-22,5261,KROGER #5224,Merchandise,36.77,
2023-06-21,2023-06-22,0405,KROGER #224,Merchandise,7.48,
2023-06-21,2023-06-21,5261,Amazon.com*U059D5IM3,Merchandise,10.31,
2023-06-20,2023-06-21,5261,WATERSIDE CAFE,Dining,8.86,
2023-06-20,2023-06-21,5261,WATERSIDE CAFE,Dining,4.75,
2023-06-19,2023-06-21,5261,DRAGON KINGS DAUGHTER,Dining,64.06,
2023-06-17,2023-06-21,0405,THORNTONS #0161,Gas/Automotive,0.94,
2023-06-20,2023-06-21,0405,PACSUN #0003,Merchandise,19.58,
2023-06-20,2023-06-21,0405,TST* HEINE BROTHERS COFFE,Dining,6.99,
2023-06-20,2023-06-20,5261,CAPITAL ONE MOBILE PYMT,Payment/Credit,,967.87
2023-06-19,2023-06-20,5261,CATHOLIC CHARITIES OF LO,Other Services,79.00,
2023-06-19,2023-06-20,5261,Amazon.com*KL7F74663,Merchandise,44.82,
2023-06-18,2023-06-20,0013,BLUE ICE GELATO,Dining,6.02,
2023-06-18,2023-06-20,0013,BLUE ICE GELATO,Dining,29.09,
2023-06-18,2023-06-20,0013,BASHAS' #071,Merchandise,17.61,
2023-06-18,2023-06-19,5261,CAPITAL ONE ONLINE PYMT,Payment/Credit,,1424.14
2023-06-19,2023-06-19,5261,BESPOKE POST,Merchandise,57.19,
2023-06-19,2023-06-19,5261,Amazon.com*OX3QA2CT3,Merchandise,40.28,
2023-06-19,2023-06-19,5261,AMZN Mktp US*NS29V3TK3,Merchandise,28.46,
2023-06-19,2023-06-19,5261,Amazon.com*AT6005PL3,Merchandise,9.75,
2023-06-18,2023-06-19,5261,AMAZON.COM*LX4J61C43 AMZN,Merchandise,9.32,
2023-06-18,2023-06-19,5261,AMAZON.COM*VO3JQ10Z3 AMZN,Merchandise,9.75,
2023-06-18,2023-06-19,5261,GIV*CRESCENT HIL,Other Services,64.00,
2023-06-17,2023-06-19,5261,KROGER #5224,Merchandise,38.60,
2023-06-17,2023-06-19,0013,SAFEWAY #0250,Merchandise,47.17,
2023-06-18,2023-06-19,0405,SPEEDWAY 09685 LOUISVILLE,Gas/Automotive,40.83,
2023-06-18,2023-06-19,0405,CRESCENT HILL BAPTIST,Other,27.00,
2023-06-17,2023-06-19,5261,RICKY B'S CLUB CAFE,Dining,100.27,
2023-06-17,2023-06-19,5261,BLUE DOG BAKERY & CAFE,Dining,13.80,
2023-06-17,2023-06-19,5261,BIRCHBOX,Merchandise,13.78,
2023-06-17,2023-06-19,0013,SABINO  CANYON CRAWLER,Entertainment,90.00,
2023-06-16,2023-06-19,0013,OHSO BREWERY ARCADIA,Dining,27.45,
2023-06-17,2023-06-17,5261,CAPITAL ONE ONLINE PYMT,Payment/Credit,,742.94
2023-06-15,2023-06-17,0013,QT 1479,Gas/Automotive,37.62,

